age,age_onset,filename,native_language,sex,speakerid,country
31,26,portuguese48,portuguese,male,2120,brazil
31,13,portuguese5,portuguese,male,286,angola
44,15,portuguese6,portuguese,male,287,brazil
40,11,portuguese7,portuguese,male,288,brazil
26,7,portuguese8,portuguese,male,289,brazil
18,14,portuguese9,portuguese,male,290,brazil
53,12,pulaar1,pulaar,female,778,senegal
44,13,pulaar2,pulaar,male,779,senegal
53,30,pulaar3,pulaar,male,786,senegal
34,10,punjabi1,punjabi,male,291,pakistan
22,11,punjabi10,punjabi,male,2040,india
26,10,punjabi2,punjabi,male,292,india
19,6,punjabi3,punjabi,male,751,india
33,3,punjabi4,punjabi,female,836,india
49,5,punjabi5,punjabi,male,1612,india
25,5,punjabi6,punjabi,male,1758,pakistan
22,5,punjabi7,punjabi,male,1759,pakistan
44,13,punjabi8,punjabi,male,1782,india
19,11,punjabi9,punjabi,male,2039,india
53,15,quechua1,quechua,female,293,bolivia
32,27,quechua2,quechua,female,294,peru
24,12,romanian1,romanian,male,295,romania
27,11,romanian10,romanian,female,692,romania
39,14,romanian11,romanian,male,693,romania
38,12,romanian12,romanian,female,865,moldova
46,12,romanian13,romanian,male,930,romanian
25,13,romanian14,romanian,female,973,moldova
27,8,romanian15,romanian,female,980,romania
25,9,romanian16,romanian,female,996,romania
55,48,romanian17,romanian,female,1099,moldova
43,28,romanian18,romanian,female,1448,ukraine
19,8,romanian19,romanian,male,1557,moldova
62,14,romanian2,romanian,male,296,romania
34,19,romanian20,romanian,female,1599,romania
50,32,romanian3,romanian,male,297,romania
35,32,romanian4,romanian,female,298,romania
47,12,romanian5,romanian,female,688,romania
35,12,romanian6,romanian,male,689,romania
33,11,romanian7,romanian,male,694,romania
47,12,romanian8,romanian,male,690,romania
28,10,romanian9,romanian,female,691,romania
43,5,rotuman1,rotuman,female,659,fiji
52,7,rotuman2,rotuman,male,660,fiji
36,14,rundi1,rundi,male,1272,burundi
37,36,russian1,russian,male,299,russia
20,5,russian10,russian,female,300,russia
54,13,russian11,russian,male,301,russia
62,53,russian12,russian,male,460,russia
26,10,russian13,russian,male,472,russia
33,18,russian14,russian,male,609,russia
34,12,russian15,russian,female,647,kazakhstan
35,11,russian16,russian,male,648,belarus
37,18,russian17,russian,male,671,russia
23,13,russian18,russian,male,831,russia
40,17,russian19,russian,male,834,kazakhstan
50,10,russian2,russian,female,302,ukraine
28,17,russian20,russian,female,911,kazakhstan
46,10,russian21,russian,female,954,russia
30,11,russian22,russian,male,994,latvia
21,5,russian23,russian,female,1057,ukraine
33,19,russian24,russian,female,1073,russia
58,41,russian25,russian,female,1096,moldova
23,17,russian26,russian,female,1097,moldova
21,14,russian27,russian,male,1191,russia
25,11,russian28,russian,female,1198,belarus
21,6,russian29,russian,male,1254,moldova
35,6,russian3,russian,female,303,ukraine
18,12,russian30,russian,male,1279,russia
21,4,russian31,russian,male,1311,estonia
31,14,russian32,russian,female,1314,ukraine
24,17,russian33,russian,female,1317,kazakhstan
19,15,russian34,russian,male,1407,russia
27,16,russian35,russian,male,1467,germany
25,20,russian36,russian,male,1518,russia
31,10,russian37,russian,male,1523,russia
84,18,russian38,russian,male,1708,belarus
25,5,russian39,russian,female,1750,usa
68,38,russian4,russian,female,304,russia
23,8,russian40,russian,female,1774,kyrgyzstan
30,10,russian41,russian,female,1844,russia
24,4,russian42,russian,female,1924,russia
27,8,russian43,russian,female,1932,russia
29,6,russian44,russian,female,1947,russia
68,14,russian45,russian,female,2027,russia
24,7,russian46,russian,female,2105,russia
26,6,russian47,russian,female,2107,russia
29,6,russian48,russian,female,2137,uzbekistan
25,15,russian5,russian,female,305,russia
26,11,russian6,russian,female,306,russia
54,13,russian7,russian,female,307,ukraine
66,12,russian8,russian,male,308,russia
23,7,russian9,russian,male,309,russia
45,16,rwanda1,rwanda,male,1038,rwanda
52,7,sa'a1,sa'a,male,1200,solomon islands
35,11,sardinian1,sardinian,female,310,switzerland
21,10,sarua1,sarua,male,311,chad
41,6,satawalese1,satawalese,male,312,federated states of micronesia
30,6,satawalese2,satawalese,female,313,federated states of micronesia
47,47,serbian1,serbian,female,314,bosnia
25,7,serbian10,serbian,male,727,serbia
26,14,serbian11,serbian,male,744,serbia
25,11,serbian12,serbian,female,894,serbia
25,11,serbian13,serbian,female,945,bosnia and herzegovina
26,20,serbian14,serbian,female,988,montenegro
26,15,serbian15,serbian,female,1079,bosnia and herzegovina
33,9,serbian16,serbian,male,1157,serbia
29,10,serbian17,serbian,female,1283,serbia
22,11,serbian18,serbian,male,1542,serbia
36,15,serbian2,serbian,male,315,yugoslavia
25,7,serbian3,serbian,male,530,serbia
27,15,serbian4,serbian,male,704,serbia
35,6,serbian5,serbian,male,722,serbia
33,12,serbian6,serbian,male,723,serbia
31,7,serbian7,serbian,female,724,serbia
44,20,serbian8,serbian,male,726,serbia
31,9,serbian9,serbian,female,725,serbia
39,18,serer1,serer,male,780,senegal
52,6,sesotho1,sesotho,female,703,lesotho
34,16,shan1,shan,female,1967,myanmar
42,12,shilluk1,shilluk,male,1028,sudan
30,5,shona1,shona,female,599,zimbabwe
20,6,shona2,shona,female,1442,zimbabwe
77,23,sicilian1,sicilian,male,316,sicily
26,8,sindhi1,sindhi,male,424,pakistan
55,18,sinhala6,sinhala,female,1912,sri lanka
33,4,sinhalese1,sinhalese,female,317,sri lanka
25,14,slovak1,slovak,female,319,slovak republic
23,17,slovak2,slovak,female,320,slovak republic
51,16,slovak3,slovak,female,321,slovak republic
20,15,slovak4,slovak,female,1178,slovakia
32,11,slovak5,slovak,female,1366,slovakia
25,6,slovenian1,slovenian,female,645,slovenia
20,4,slovenian2,slovenian,male,1053,slovenia
26,24,somali1,somali,female,322,somalia
59,8,somali2,somali,male,577,somalia
50,10,somali3,somali,female,600,somalia
25,7,somali4,somali,female,1147,somalia
39,18,somali5,somali,male,1148,somalia
32,17,somali6,somali,male,1149,somalia
24,17,spanish1,spanish,male,323,venezuela
48,47,spanish10,spanish,male,324,el salvador
30,26,spanish100,spanish,female,1508,peru
39,19,spanish101,spanish,female,1574,el salvador
31,26,spanish102,spanish,male,1575,bolivia
46,15,spanish103,spanish,male,1584,el salvador
28,20,spanish104,spanish,female,1600,el salvador
41,10,spanish105,spanish,female,1613,spain
21,5,spanish106,spanish,male,1621,peru
36,14,spanish107,spanish,male,1622,el salvador
36,24,spanish108,spanish,male,1629,colombia
21,16,spanish109,spanish,male,1660,venezuela
49,28,spanish11,spanish,female,325,peru
20,18,spanish110,spanish,male,1680,venezuela
55,33,spanish111,spanish,male,1689,chile
25,15,spanish112,spanish,male,1693,bolivia
19,8,spanish113,spanish,male,1695,bolivia
22,8,spanish114,spanish,female,1732,spain
58,8,spanish115,spanish,female,1744,bolivia
37,6,spanish116,spanish,male,1747,colombia
46,12,spanish117,spanish,male,1797,spain
48,13,spanish118,spanish,female,1806,mexico
40,11,spanish119,spanish,female,1807,spain
25,8,spanish12,spanish,male,326,spain
25,2,spanish120,spanish,female,1823,colombia
34,21,spanish121,spanish,male,1826,el salvador
26,10,spanish122,spanish,female,1831,mexico
57,14,spanish123,spanish,female,1834,colombia
22,5,spanish124,spanish,male,1835,bolivia
23,9,spanish125,spanish,male,1840,peru
54,5,spanish126,spanish,female,1853,panama
34,19,spanish127,spanish,male,1860,el salvador
30,7,spanish128,spanish,female,1869,peru
47,30,spanish129,spanish,female,1874,cuba
29,11,spanish13,spanish,female,327,colombia
27,21,spanish130,spanish,male,1891,ecuador
56,25,spanish131,spanish,male,1903,cuba
50,15,spanish132,spanish,female,1904,puerto rico
38,19,spanish133,spanish,male,1916,bolivia
41,13,spanish134,spanish,female,1921,el salvador
41,22,spanish135,spanish,female,1923,cuba
49,8,spanish136,spanish,male,1949,chile
24,21,spanish137,spanish,female,1979,el salvador
24,16,spanish138,spanish,female,1980,el salvador
50,38,spanish139,spanish,male,1981,guatemala
34,15,spanish14,spanish,female,328,colombia
37,31,spanish140,spanish,female,1985,bolivia
24,12,spanish141,spanish,male,2009,el salvador
59,8,spanish142,spanish,female,2016,el salvador
45,6,spanish143,spanish,male,2026,spain
33,23,spanish144,spanish,female,2051,mexico
37,21,spanish145,spanish,female,2052,mexico
25,18,spanish146,spanish,male,2057,mexico
26,15,spanish147,spanish,male,2078,nicaragua
19,11,spanish148,spanish,male,2079,honduras
23,22,spanish149,spanish,male,2091,nicaragua
54,4,spanish15,spanish,male,329,puerto rico
18,13,spanish150,spanish,male,2094,nicaragua
58,50,spanish151,spanish,female,2096,nicaragua
51,25,spanish152,spanish,male,2100,spain
21,10,spanish153,spanish,male,2118,colombia
30,4,spanish154,spanish,male,2127,uruguay
27,9,spanish155,spanish,male,2130,peru
65,8,spanish156,spanish,female,2142,uruguay
19,3,spanish157,spanish,female,2144,mexico
54,37,spanish158,spanish,female,2148,puerto rico
29,21,spanish159,spanish,male,2149,el salvador
44,25,spanish16,spanish,male,330,argentina
20,7,spanish160,spanish,male,2150,colombia
56,32,spanish161,spanish,female,2156,nicaragua
28,5,spanish162,spanish,male,2169,mexico
22,9,spanish17,spanish,female,331,mexico
22,17,spanish18,spanish,male,332,bolivia
25,17,spanish19,spanish,female,333,cuba
20,12,spanish2,spanish,male,334,venezuela
45,30,spanish20,spanish,male,335,nicaragua
25,18,spanish21,spanish,male,336,chile
32,11,spanish22,spanish,female,337,spain
22,7,spanish23,spanish,male,338,chile
27,5,spanish24,spanish,male,339,mexico
26,21,spanish25,spanish,male,340,costa rica
18,6,spanish26,spanish,male,341,spain
34,14,spanish27,spanish,male,342,spain
20,18,spanish28,spanish,female,343,el salvador
18,10,spanish29,spanish,male,410,venezuela
17,16,spanish3,spanish,female,344,colombia
18,5,spanish30,spanish,male,441,argentina
31,7,spanish31,spanish,female,449,ecuador
26,22,spanish32,spanish,male,450,bolivia
18,15,spanish33,spanish,male,467,venezuela
28,11,spanish34,spanish,male,476,spain
28,17,spanish35,spanish,male,479,mexico
27,25,spanish36,spanish,male,499,uruguay
50,17,spanish37,spanish,female,575,honduras
53,13,spanish38,spanish,male,576,honduras
20,3,spanish39,spanish,male,614,spain
21,17,spanish4,spanish,female,345,el salvador
20,6,spanish40,spanish,male,644,costa rica
25,6,spanish41,spanish,male,706,dominican republic
80,18,spanish42,spanish,female,712,colombia
43,16,spanish43,spanish,male,714,dominican republic
37,4,spanish44,spanish,female,716,dominican republic
47,12,spanish45,spanish,female,715,dominican republic
33,14,spanish46,spanish,male,717,dominican republic
25,12,spanish47,spanish,female,718,dominican republic
21,6,spanish48,spanish,male,731,spain
31,6,spanish49,spanish,male,732,argentina
52,13,spanish5,spanish,female,346,colombia
27,15,spanish50,spanish,male,752,dominican republic
20,6,spanish51,spanish,male,753,puerto rico
29,21,spanish52,spanish,female,777,colombia
33,6,spanish53,spanish,male,797,colombia
25,18,spanish54,spanish,male,800,chile
36,9,spanish55,spanish,male,810,argentina
22,8,spanish56,spanish,male,838,mexico
33,11,spanish57,spanish,male,886,uruguay
31,18,spanish58,spanish,male,906,colombia
31,5,spanish59,spanish,female,908,puerto rico
20,19,spanish6,spanish,male,347,peru
18,9,spanish60,spanish,female,915,dominican republic
67,39,spanish61,spanish,male,924,spain
63,19,spanish62,spanish,female,925,argentina
32,10,spanish63,spanish,female,959,spain
28,12,spanish64,spanish,male,962,colombia
32,12,spanish65,spanish,male,1069,colombia
30,12,spanish66,spanish,male,1077,el salvador
48,14,spanish67,spanish,female,1111,colombia
27,14,spanish68,spanish,male,1227,chile
20,7,spanish69,spanish,female,1229,venezuela
21,20,spanish7,spanish,female,348,colombia
30,10,spanish70,spanish,female,1230,colombia
24,6,spanish71,spanish,male,1231,argentina
20,5,spanish72,spanish,female,1238,usa
19,15,spanish73,spanish,male,1240,venezuela
44,14,spanish74,spanish,male,1249,spain
28,5,spanish75,spanish,female,1273,peru
27,10,spanish76,spanish,male,1290,bolivia
45,13,spanish77,spanish,male,1301,mexico
55,5,spanish78,spanish,female,1338,peru
70,22,spanish79,spanish,female,1344,peru
21,12,spanish8,spanish,male,349,el salvador
77,75,spanish80,spanish,female,1346,colombia
63,7,spanish81,spanish,female,1347,puerto rico
49,14,spanish82,spanish,male,1396,bolivia
48,14,spanish83,spanish,male,1397,bolivia
19,4,spanish84,spanish,female,1398,argentina
44,6,spanish85,spanish,female,1399,argentina
23,4,spanish86,spanish,male,1400,argentina
55,9,spanish87,spanish,male,1401,bolivia
53,25,spanish88,spanish,male,1402,bolivia
22,13,spanish89,spanish,male,1425,mexico
20,17,spanish9,spanish,male,350,venezuela
23,3,spanish90,spanish,female,1431,venezuela
20,7,spanish91,spanish,female,1433,venezuela
54,9,spanish92,spanish,male,1435,cuba
29,18,spanish93,spanish,female,1436,honduras
19,6,spanish94,spanish,male,1439,colombia
31,21,spanish95,spanish,female,1444,mexico
29,12,spanish96,spanish,female,1449,peru
52,19,spanish97,spanish,female,1450,colombia
34,29,spanish98,spanish,male,1451,mexico
20,4,spanish99,spanish,female,1506,peru
37,15,sundanese1,sundanese,female,457,indonesia
24,18,susu1,susu,male,1008,guinea
56,11,swedish1,swedish,female,351,sweden
19,9,swedish10,swedish,female,1065,sweden
36,10,swedish11,swedish,female,1195,finland
23,7,swedish12,swedish,male,1441,sweden
28,10,swedish13,swedish,female,1445,sweden
23,9,swedish14,swedish,male,1752,sweden
22,12,swedish15,swedish,male,1824,sweden
39,11,swedish16,swedish,female,1836,sweden
20,8,swedish17,swedish,female,1861,sweden
42,8,swedish18,swedish,male,1992,sweden
50,12,swedish19,swedish,male,2011,finland
20,10,swedish2,swedish,male,352,sweden
31,7,swedish20,swedish,male,2065,sweden
24,10,swedish3,swedish,male,353,sweden
22,10,swedish4,swedish,male,354,sweden
18,13,swedish5,swedish,male,454,sweden
26,7,swedish6,swedish,male,620,sweden
21,11,swedish7,swedish,female,630,sweden
22,10,swedish8,swedish,female,701,finland
20,10,swedish9,swedish,male,1027,sweden
54,17,sylheti1,sylheti,male,711,bangladesh
0,0,synthesized1,synthesized,male,355,
0,0,synthesized2,synthesized,female,356,
0,0,synthesized3,synthesized,female,357,
0,0,synthesized4,synthesized,male,358,
18,10,tagalog1,tagalog,male,359,philippines
39,6,tagalog10,tagalog,female,1812,philippines
59,11,tagalog11,tagalog,female,1837,philippines
33,5,tagalog12,tagalog,female,1851,philippines
76,7,tagalog13,tagalog,female,1954,philippines
47,17,tagalog14,tagalog,female,2002,philippines
35,1,tagalog15,tagalog,female,2108,philippines
20,4.5,tagalog16,tagalog,male,2128,philippines
21,6,tagalog17,tagalog,male,2146,usa
77,8,tagalog18,tagalog,female,2147,philippines
21,7,tagalog2,tagalog,female,360,philippines
19,1,tagalog3,tagalog,female,361,solomon islands
48,7,tagalog4,tagalog,female,470,philippines
42,5,tagalog5,tagalog,female,677,philippines
20,4,tagalog6,tagalog,male,805,philippines
60,6,tagalog7,tagalog,male,1364,philippines
62,7,tagalog8,tagalog,female,1627,philippines
48,7,tagalog9,tagalog,male,1764,philippines
21,7,taishan1,taishan,male,362,china
36,13,taiwanese1,taiwanese,female,363,taiwan
24,17,taiwanese2,taiwanese,female,364,taiwan
30,13,taiwanese3,taiwanese,female,365,taiwan
45,21,taiwanese4,taiwanese,female,366,taiwan
27,15,taiwanese5,taiwanese,male,481,taiwan
33,13,taiwanese6,taiwanese,female,828,taiwan
65,35,taiwanese7,taiwanese,famale,1864,taiwan
54,13,taiwanese8,taiwanese,female,2136,taiwan
19,7,tajiki1,tajiki,male,2110,tajikistan
19,12,tajiki2,tajiki,female,2175,tajikistan
19,10,tajiki3,tajiki,female,2176,tajikistan
39,7,tamil1,tamil,male,367,sri lanka
35,4,tamil2,tamil,female,429,india
26,10,tamil3,tamil,male,531,india
58,3,tamil4,tamil,female,1647,sri lanka
36,5,tamil5,tamil,female,1723,india
47,6,tamil6,tamil,female,2076,india
29,10,tatar1,tatar,female,368,russia
31,6,telugu1,telugu,male,369,india
18,6,telugu2,telugu,male,370,india
21,10,temne1,temne,male,1905,sierra leone
59,8,teochew1,teochew,female,569,china
25,10,thai1,thai,female,371,thailand
30,6,thai10,thai,male,1488,thailand
18,13,thai11,thai,male,1673,thailand
33,8,thai12,thai,male,1721,thailand
69,7,thai13,thai,female,1829,thailand
39,10,thai14,thai,female,2066,thailand
19,7,thai15,thai,female,2131,thailand
20,10,thai2,thai,male,372,thailand
22,4,thai3,thai,male,373,thailand
23,7,thai4,thai,female,448,thailand
25,10,thai5,thai,male,612,thailand
27,11,thai6,thai,male,698,thailand
26,10,thai7,thai,female,898,thailand
37,25,thai8,thai,male,1055,thailand
18,6,thai9,thai,female,1103,thailand
26,13,tibetan1,tibetan,female,374,tibet
41,35,tibetan2,tibetan,female,375,tibet
20,7,tibetan3,tibetan,female,376,india
25,17,tigrigna1,tigrigna,female,377,ethiopia
23,20,tigrigna2,tigrigna,female,378,eritrea
44,7,tigrigna3,tigrigna,male,379,eritrea
52,14,tigrigna4,tigrigna,female,588,eritrea
45,10,tigrigna5,tigrigna,male,1107,eritrea
58,15,tigrigna6,tigrigna,female,1151,ethiopia
37,7,tigrigna7,tigrigna,female,1855,eritrea
35,7,tigrigna8,tigrigna,male,2054,eritrea
31,7,tswana1,tswana,male,488,botswana
32,6,tswana2,tswana,female,1183,botswana
27,26,turkish1,turkish,female,381,turkey
27,11,turkish10,turkish,male,578,turkey
24,23,turkish11,turkish,female,634,turkey
25,20,turkish12,turkish,male,672,turkey
18,3,turkish13,turkish,female,686,turkey
23,6,turkish14,turkish,female,735,turkey
18,10,turkish15,turkish,male,736,turkey
25,12,turkish16,turkish,male,745,turkey
31,6,turkish17,turkish,male,763,turkey
27,9,turkish18,turkish,male,926,germany
25,18,turkish19,turkish,male,971,turkey
24,16,turkish2,turkish,male,382,turkey
19,9,turkish20,turkish,female,1144,turkey
18,4,turkish21,turkish,female,1210,turkey
23,6,turkish22,turkish,male,1282,turkey
37,11,turkish23,turkish,female,1291,turkey
31,12,turkish24,turkish,male,1329,turkey
32,26,turkish25,turkish,male,1570,turkey
45,22,turkish26,turkish,male,1704,turkey
18,7,turkish27,turkish,female,1730,turkey
24,4,turkish28,turkish,female,1772,turkey
21,11,turkish29,turkish,female,1808,turkey
27,12,turkish3,turkish,male,383,turkey
24,11,turkish30,turkish,female,1929,turkey
24,11,turkish31,turkish,male,2032,turkey
24,11,turkish32,turkish,male,2033,turkey
24,11,turkish33,turkish,male,2034,turkey
24,11,turkish34,turkish,male,2035,turkey
24,11,turkish35,turkish,female,2048,turkey
26,12,turkish36,turkish,female,2168,turkey
19,17,turkish37,turkish,male,2174,tajikistan
20,14,turkish4,turkish,male,384,turkey
30,11,turkish5,turkish,female,385,turkey
19,14,turkish6,turkish,male,386,turkey
19,13,turkish7,turkish,male,387,turkey
37,17,turkish8,turkish,male,478,turkey
25,11,turkish9,turkish,male,532,turkey
24,10,turkmen1,turkmen,male,1755,turkmenistan
25,12,twi1,twi,female,388,ghana
33,6,twi2,twi,male,389,ghana
22,6,twi4,twi,female,1779,ghana
19,5,twi5,twi,male,2001,usa
20,4,twi6,twi,male,2138,ghana
26,17,ukrainian1,ukrainian,male,649,ukraine
25,7,ukrainian10,ukrainian,female,1852,ukraine
23,9,ukrainian11,ukrainian,female,1999,ukraine
53,44,ukrainian2,ukrainian,female,844,ukraine
55,12,ukrainian3,ukrainian,female,864,ukraine
18,8,ukrainian4,ukrainian,male,940,ukraine
18,10,ukrainian5,ukrainian,male,955,ukraine
22,11,ukrainian6,ukrainian,female,1056,ukraine
18,8,ukrainian7,ukrainian,male,1091,ukraine
23,17,ukrainian8,ukrainian,male,1379,ukraine
30,20,ukrainian9,ukrainian,male,1520,ukraine
22,18,urdu1,urdu,male,390,pakistan
20,3,urdu10,urdu,male,1566,pakistan
20,6,urdu11,urdu,male,1576,pakistan
19,4,urdu12,urdu,female,1628,pakistan
22,4,urdu13,urdu,female,1795,pakistan
21,10,urdu14,urdu,male,2038,pakistan
28,8,urdu15,urdu,male,2102,pakistan
22,5,urdu16,urdu,male,2152,pakistan
48,6,urdu2,urdu,female,391,pakistan
25,3,urdu3,urdu,male,423,pakistan
29,4,urdu4,urdu,male,854,kuwait
23,12,urdu5,urdu,male,953,pakistan
24,3,urdu6,urdu,female,1014,india
23,5,urdu7,urdu,male,1061,pakistan
21,5,urdu8,urdu,female,1510,united arab emirates
20,5,urdu9,urdu,female,1539,usa
46,45,uyghur1,uyghur,female,392,china
34,32,uyghur2,uyghur,female,826,china
49,29,uyghur3,uyghur,female,1703,china
39,39,uzbek1,uzbek,female,393,uzbekistan
35,28,uzbek2,uzbek,female,394,afghanistan
40,8,uzbek3,uzbek,male,646,uzbekistan
35,12,uzbek4,uzbek,female,2126,uzbekistan
29,12,vietnamese1,vietnamese,male,395,vietnam
57,18,vietnamese10,vietnamese,female,1192,vietnam
67,15,vietnamese11,vietnamese,male,1201,vietnam
24,9,vietnamese12,vietnamese,female,1529,vietnam
23,6,vietnamese13,vietnamese,male,1562,vietnam
51,20,vietnamese14,vietnamese,male,1698,vietnam
29,15,vietnamese15,vietnamese,male,1809,vietnam
52,17,vietnamese16,vietnamese,male,1850,vietnam
33,11,vietnamese17,vietnamese,female,1940,vietnam
19,11,vietnamese18,vietnamese,female,2010,vietnam
18,4,vietnamese19,vietnamese,female,2013,vietnam
29,25,vietnamese2,vietnamese,male,396,vietnam
46,25,vietnamese20,vietnamese,female,2042,vietnam
21,16,vietnamese21,vietnamese,male,2099,vietnam
23,8,vietnamese22,vietnamese,male,2151,vietnam
28,9,vietnamese3,vietnamese,female,397,vietnam
25,15,vietnamese4,vietnamese,female,398,vietnam
34,31,vietnamese5,vietnamese,male,399,vietnam
41,12,vietnamese6,vietnamese,male,400,vietnam
29,18,vietnamese7,vietnamese,female,401,vietnam
69,12,vietnamese8,vietnamese,male,447,vietnam
20,14,vietnamese9,vietnamese,male,1134,vietnam
24,7,vlaams1,vlaams,male,819,belgium
21,14,vlaams2,vlaams,female,1472,belgium
22,14,vlaams3,vlaams,female,1478,belgium
50,12,vlaams4,vlaams,female,1638,belgium
21,12,wolof1,wolof,male,402,senegal
37,11,wolof2,wolof,male,403,senegal
52,14,wolof3,wolof,female,781,senegal
56,12,wolof4,wolof,female,782,senegal
30,13,wolof5,wolof,female,783,senegal
25,13,wolof6,wolof,male,1787,senegal
30,12,wu1,wu,female,1646,china
35,15,xasonga1,xasonga,female,785,senegal
50,14,xiang1,xiang,female,208,taiwan
30,12,xiang2,xiang,male,1417,china
36,13,xiang3,xiang,male,1522,china
23,10,xiang4,xiang,female,2163,china
19,13,yakut1,yakut,female,1252,russia
34,14,yapese1,yapese,female,433,federated states of micronesia
60,8,yiddish1,yiddish,male,404,france
78,6,yiddish2,yiddish,female,405,canada
52,5,yiddish3,yiddish,male,1161,usa
89,20,yiddish4,yiddish,female,1164,austria
86,26,yiddish5,yiddish,female,1170,lithuania
20,20,yoruba1,yoruba,male,414,benin
40,2,yoruba2,yoruba,female,756,nigeria
46,5,yoruba3,yoruba,female,766,nigeria
46,12,yoruba4,yoruba,male,851,nigeria
47,2,yoruba5,yoruba,female,2023,nigeria
31,1,yupik1,yupik,female,571,usa
24,14,zulu1,zulu,female,406,zimbabwe